,review,rating,Positive,Negative,Neutral,Output,Character Counts,Word Counts
6190,alway bought  product good  wastag pack,5,0.367,0.0,0.633,Happy,39,6
6191,bad product cash return,1,0.0,0.538,0.462,Unhappy,23,4
6192,nice product super,5,0.87,0.0,0.13,Happy,18,3
6193,nice,4,1.0,0.0,0.0,Unhappy,4,1
6194,good qualiti,4,0.744,0.0,0.256,Unhappy,12,2
6195,recommend,4,1.0,0.0,0.0,Unhappy,9,1
6196,nice,5,1.0,0.0,0.0,Happy,4,1
6197,authent long last shuttl,5,0.0,0.0,1.0,Happy,24,4
6198,good qualiti shuttl recommend,4,0.73,0.0,0.27,Unhappy,29,4
6199,genuin product,5,0.0,0.0,1.0,Happy,14,2
6200,time deliv good servic,5,0.492,0.0,0.508,Happy,22,4
6201,great,5,1.0,0.0,0.0,Happy,5,1
6202,good qualiti,3,0.744,0.0,0.256,Unhappy,12,2
6203,genuin product,5,0.0,0.0,1.0,Happy,14,2
6204,good play indoor stadium,5,0.726,0.0,0.274,Happy,24,4
6205,nice,5,1.0,0.0,0.0,Happy,4,1
6206,beauti,5,0.0,0.0,1.0,Happy,6,1
6207,could slight better  valu money,4,0.42,0.0,0.58,Unhappy,31,5
6208,good,4,1.0,0.0,0.0,Unhappy,4,1
6209,good pin hole observ whole shuttl,4,0.367,0.0,0.633,Unhappy,33,6
6210,satisfi,5,0.0,0.0,1.0,Happy,7,1
6211,time deliv product poor condit one suttelcock  match maximum,5,0.0,0.279,0.721,Happy,60,9
6212,good,5,1.0,0.0,0.0,Happy,4,1
6213,durabl well balanc good indor game thank yonex flipkart timeb delivari,5,0.484,0.0,0.516,Happy,70,11
6214,bad materi shuttl last long certain fake yonex mavi  flipkart sell suggest buy special seller,1,0.214,0.295,0.491,Unhappy,93,15
6215,good  accept product diliveri also good,4,0.737,0.0,0.263,Unhappy,39,6
6216,super,5,1.0,0.0,0.0,Happy,5,1
6217,awesom,4,0.0,0.0,1.0,Unhappy,6,1
6218,nice shuttl good flight,5,0.74,0.0,0.26,Happy,23,4
6219,best shuttl cork yonex genuin product,5,0.457,0.0,0.543,Happy,37,6
6220,nice product,5,0.737,0.0,0.263,Happy,12,2
6221,good,5,1.0,0.0,0.0,Happy,4,1
6222, last  day play hour day durabl better mavi  last  day ,3,0.398,0.0,0.602,Unhappy,55,10
6223,good,3,1.0,0.0,0.0,Unhappy,4,1
6224,excel qualiti,5,0.75,0.0,0.25,Happy,13,2
6225,worst shuttlesth shuttl last long,1,0.0,0.506,0.494,Unhappy,33,5
6226,best qualiti,5,0.808,0.0,0.192,Happy,12,2
6227,nice,5,1.0,0.0,0.0,Happy,4,1
6228,nice quantiti,5,0.737,0.0,0.263,Happy,13,2
6229,less rate deliveri box crush deliveryluckili none shuttl damagedshuttl good decent perform usual play   hrs shuttl tend wear tearwould rate ,3,0.103,0.171,0.726,Unhappy,140,20
6230,import thing pack good  cork good condit,5,0.537,0.0,0.463,Happy,40,7
6231,best deal,5,0.808,0.0,0.192,Happy,9,2
6232,shuttl rotat goodmight receiv faulti box,2,0.0,0.0,1.0,Unhappy,40,6
6233,varri good product,4,0.592,0.0,0.408,Unhappy,18,3
6234,good qualiti,5,0.744,0.0,0.256,Happy,12,2
6235,damm good,4,0.744,0.0,0.256,Unhappy,9,2
6236,great deal   got   thank flipkart,5,0.688,0.0,0.312,Happy,33,5
6237,good qualiti,5,0.744,0.0,0.256,Happy,12,2
6238,good product mavi  ossm yonex mavi,5,0.367,0.0,0.633,Happy,34,6
6239,product good,4,0.744,0.0,0.256,Unhappy,12,2
6240,super qualiti,5,0.796,0.0,0.204,Happy,13,2
6241,shuttl origin old break easili,1,0.0,0.0,1.0,Unhappy,30,5
6242,genuin,5,0.0,0.0,1.0,Happy,6,1
6243,nice product,5,0.737,0.0,0.263,Happy,12,2
6244,good,5,1.0,0.0,0.0,Happy,4,1
6245,good product,5,0.744,0.0,0.256,Happy,12,2
6246,goodlong lastingjust love ,5,0.677,0.0,0.323,Happy,26,3
6247,best ever,5,0.808,0.0,0.192,Happy,9,2
6248,deliveri time  good qualiti shuttl,5,0.42,0.0,0.58,Happy,34,5
6249,good,5,1.0,0.0,0.0,Happy,4,1
6250,worth buy,5,0.655,0.0,0.345,Happy,9,2
6251,qualiti bad got damag play  match,1,0.242,0.354,0.404,Unhappy,33,6
6252,good item,4,0.744,0.0,0.256,Unhappy,9,2
6253,nice,5,1.0,0.0,0.0,Happy,4,1
6254,good,4,1.0,0.0,0.0,Unhappy,4,1
6255,gud one,3,0.0,0.0,1.0,Unhappy,7,2
6256,good product,5,0.744,0.0,0.256,Happy,12,2
6257,origin best ,5,0.808,0.0,0.192,Happy,12,2
6258,yes good shuttl lowest price,5,0.549,0.255,0.196,Happy,28,5
6259,reason price best perform pleas reduc price possibl,5,0.375,0.0,0.625,Happy,51,8
6260,super,5,1.0,0.0,0.0,Happy,5,1
6261,parcel good quick time given,5,0.42,0.0,0.58,Happy,28,5
6262,nice,4,1.0,0.0,0.0,Unhappy,4,1
6263,good n genuin product,4,0.592,0.0,0.408,Unhappy,21,4
6264,good,5,1.0,0.0,0.0,Happy,4,1
6265,nice product thankyou,5,0.583,0.0,0.417,Happy,21,3
6266,nice,5,1.0,0.0,0.0,Happy,4,1
6267,super,5,1.0,0.0,0.0,Happy,5,1
6268,realli good product,5,0.592,0.0,0.408,Happy,19,3
6269,genuin productsrest yonexdo need review,5,0.0,0.0,1.0,Happy,39,5
6270,littl bit last expect,5,0.0,0.0,1.0,Happy,21,4
6271,good qualiti green one slow one singl want medium fast shuttl go blue tap,5,0.259,0.0,0.741,Happy,73,14
6272,excel,5,1.0,0.0,0.0,Happy,5,1
6273,nice much,5,0.737,0.0,0.263,Happy,9,2
6274,worst product shuttl work even ,1,0.0,0.506,0.494,Unhappy,31,5
6275,poor qualiti,1,0.0,0.756,0.244,Unhappy,12,2
6276,awesom product,5,0.0,0.0,1.0,Happy,14,2
6277,good,5,1.0,0.0,0.0,Happy,4,1
6278,good,3,1.0,0.0,0.0,Unhappy,4,1
6279,bad corck,1,0.0,0.778,0.222,Unhappy,9,2
6280,genuin product,5,0.0,0.0,1.0,Happy,14,2
6281,bad,2,0.0,1.0,0.0,Unhappy,3,1
6282,good expect low price,5,0.414,0.3,0.286,Happy,21,4
6283,good,5,1.0,0.0,0.0,Happy,4,1
6284,good,5,1.0,0.0,0.0,Happy,4,1
6285,good,3,1.0,0.0,0.0,Unhappy,4,1
6286,excel,5,1.0,0.0,0.0,Happy,5,1
6287,good qualiti,5,0.744,0.0,0.256,Happy,12,2
6288,excel servic,5,0.75,0.0,0.25,Happy,12,2
6289,nice shuttl,5,0.737,0.0,0.263,Happy,11,2
6290,great product love,4,0.892,0.0,0.108,Unhappy,18,3
6291,much qualiti,4,0.0,0.0,1.0,Unhappy,12,2
6292,super,5,1.0,0.0,0.0,Happy,5,1
6293,good,3,1.0,0.0,0.0,Unhappy,4,1
6294,good product,5,0.744,0.0,0.256,Happy,12,2
6295,best shuttl begin well expert,4,0.677,0.0,0.323,Unhappy,29,5
6296,fast deliveri nice,5,0.583,0.0,0.417,Happy,18,3
6297,superb qualiti,5,0.804,0.0,0.196,Happy,14,2
6298,nice product brought  good one prize,5,0.75,0.0,0.25,Happy,36,6
6299,stop scroll buy product qualiti good rememb intern player look  result,4,0.206,0.156,0.638,Unhappy,70,11
6300,nice brand,5,0.737,0.0,0.263,Happy,10,2
6301,nice product,5,0.737,0.0,0.263,Happy,12,2
6302,bad product,3,0.0,0.778,0.222,Unhappy,11,2
6303,worst item doublecat send pls avoid,2,0.123,0.594,0.283,Unhappy,35,6
6304,best alway,5,0.808,0.0,0.192,Happy,10,2
6305,product genuineit slow compar mavi ,2,0.0,0.0,1.0,Unhappy,35,5
6306,deliveri much fast lke,4,0.0,0.0,1.0,Unhappy,22,4
6307,paid full deserv get time sound condit noth appreci howev thank,5,0.2,0.0,0.8,Happy,63,11
6308,nice product,4,0.737,0.0,0.263,Unhappy,12,2
6309,product proper pack  deliv,5,0.0,0.0,1.0,Happy,26,4
6310,qualiti shuttl good,1,0.592,0.0,0.408,Unhappy,19,3
6311,receiv genuin product made japan,5,0.0,0.0,1.0,Happy,32,5
6312,one shuttl use last  hour regular  doubl match would suggest could littl cheaper,4,0.0,0.0,1.0,Unhappy,80,13
6313,wast buy,1,0.0,0.0,1.0,Unhappy,8,2
6314,origin genuin product thank flipkart,5,0.385,0.0,0.615,Happy,36,5
6315,nice,3,1.0,0.0,0.0,Unhappy,4,1
6316,good,4,1.0,0.0,0.0,Unhappy,4,1
6317,shuttl damag,1,0.0,0.0,1.0,Unhappy,12,2
6318,workabl,1,0.0,0.0,1.0,Unhappy,7,1
6319,good price,5,0.744,0.0,0.256,Happy,10,2
6320,worst shuttl  z better dn diz ,1,0.29,0.41,0.3,Unhappy,30,6
6321,play yet seem good,4,0.726,0.0,0.274,Unhappy,18,4
6322,good one,5,0.744,0.0,0.256,Happy,8,2
6323,qualiti item compar websit cost,1,0.0,0.0,1.0,Unhappy,31,5
6324,bast,5,0.0,0.0,1.0,Happy,4,1
6325,thing shuttl genuin  shuttl  last singl game unlik genuin yonex shuttl dissatisfi,1,0.0,0.0,1.0,Unhappy,81,12
6326,good one,5,0.744,0.0,0.256,Happy,8,2
6327,yonex origin product compar origin one weight littl bit high,4,0.0,0.0,1.0,Unhappy,60,10
6328,valu money nice product,4,0.483,0.0,0.517,Unhappy,23,4
6329,nice,5,1.0,0.0,0.0,Happy,4,1
6330,good,5,1.0,0.0,0.0,Happy,4,1
6331,good shuttl,5,0.744,0.0,0.256,Happy,11,2
6332,vri good,5,0.744,0.0,0.256,Happy,8,2
6333,good product,5,0.744,0.0,0.256,Happy,12,2
6334,good accept,3,1.0,0.0,0.0,Unhappy,11,2
6335,given  month back manufactur date product experienc flipkart servic good,1,0.244,0.0,0.756,Unhappy,72,10
6336,poor qualiti,1,0.0,0.756,0.244,Unhappy,12,2
6337,,2,0.0,0.0,0.0,Unhappy,0,0
6338,awesom thank quick deliveri,5,0.455,0.0,0.545,Happy,27,4
6339,good qualiti,5,0.744,0.0,0.256,Happy,12,2
6340,super,5,1.0,0.0,0.0,Happy,5,1
6341,good origin product,1,0.592,0.0,0.408,Unhappy,19,3
6342,best,5,1.0,0.0,0.0,Happy,4,1
6343,genuin  product nice qualiti good intermedi,5,0.588,0.0,0.412,Happy,43,6
6344,seem old stock shuttl wooden base damag presenc pierc mani hole shuttl base advis check shuttl physic nearest shop  purchas although may cost buck b satiesfi  gud purchas,2,0.0,0.0,1.0,Unhappy,170,28
6345,fastest dieveri  hour,5,0.0,0.0,1.0,Happy,21,3
6346,good packag super fast deliveri thank,4,0.756,0.0,0.244,Unhappy,37,6
6347,perfect one,5,0.787,0.0,0.213,Happy,11,2
6348,nice one,4,0.737,0.0,0.263,Unhappy,8,2
6349,nice cork,5,0.737,0.0,0.263,Happy,9,2
6350,good nice,5,1.0,0.0,0.0,Happy,9,2
6351,good,5,1.0,0.0,0.0,Happy,4,1
6352,good,1,1.0,0.0,0.0,Unhappy,4,1
6353,good,5,1.0,0.0,0.0,Happy,4,1
6354,bad,3,0.0,1.0,0.0,Unhappy,3,1
6355,product useless,5,0.0,0.737,0.263,Happy,15,2
6356,good,4,1.0,0.0,0.0,Unhappy,4,1
6357,nice product,5,0.737,0.0,0.263,Happy,12,2
6358,awesom  deliv earli thank ya product bought market  per shuttl high product must say go,5,0.152,0.0,0.848,Happy,87,15
6359,good qualiti,5,0.744,0.0,0.256,Happy,12,2
6360,good,5,1.0,0.0,0.0,Happy,4,1
6361,good shuttl,5,0.744,0.0,0.256,Happy,11,2
6362,one one  shuttl ok other new playabl viber air,1,0.216,0.0,0.784,Unhappy,46,9
6363,happi,5,0.0,0.0,1.0,Happy,5,1
6364,super,4,1.0,0.0,0.0,Unhappy,5,1
6365,bad product light weight play think actual yonex ,1,0.202,0.294,0.504,Unhappy,49,8
6366,good one,5,0.744,0.0,0.256,Happy,8,2
6367,good qualiti product,5,0.592,0.0,0.408,Happy,20,3
6368,time deliveri fast also,5,0.0,0.0,1.0,Happy,23,4
6369,sorri negetv revw genuin one,4,0.0,0.0,1.0,Unhappy,28,5
6370,nice one,4,0.737,0.0,0.263,Unhappy,8,2
6371,shuttl good profession intermedi player,2,0.42,0.0,0.58,Unhappy,39,5
6372,save minimum  rupe compar least avail price product origin thank flipkart,5,0.388,0.0,0.612,Happy,73,11
6373,good,3,1.0,0.0,0.0,Unhappy,4,1
6374,super good gualiti,5,0.872,0.0,0.128,Happy,18,3
6375,nice shuttl long last,5,0.483,0.0,0.517,Happy,21,4
6376,wonder,5,0.0,0.0,1.0,Happy,6,1
6377,bad shuttl think given local product buy product flipkart happi,1,0.0,0.28,0.72,Unhappy,63,10
6378,time better last time satisfi,3,0.42,0.0,0.58,Unhappy,29,5
6379,qualiti upto mark,3,0.0,0.0,1.0,Unhappy,17,3
6380,nice product,5,0.737,0.0,0.263,Happy,12,2
6381,nice product beauti,5,0.583,0.0,0.417,Happy,19,3
6382,box almost lost shape got deliv,3,0.0,0.286,0.714,Unhappy,31,6
6383,good,5,1.0,0.0,0.0,Happy,4,1
6384,barrel one shuttl defect one,3,0.0,0.375,0.625,Unhappy,28,5
6385,good,5,1.0,0.0,0.0,Happy,4,1
6386,shuttl awesom,4,0.0,0.0,1.0,Unhappy,13,2
6387,good,5,1.0,0.0,0.0,Happy,4,1
6388, reason price,5,0.0,0.0,1.0,Happy,13,2
6389,origin product qualiti exal,5,0.0,0.0,1.0,Happy,27,4
6390,good good price,5,0.853,0.0,0.147,Happy,15,3
6391,much durabl,3,0.0,0.0,1.0,Unhappy,11,2
6392,nice product,5,0.737,0.0,0.263,Happy,12,2
6393,fast deliverythank,5,0.0,0.0,1.0,Happy,18,2
6394,orign good qualiti,5,0.592,0.0,0.408,Happy,18,3
6395,cork contain good shape,3,0.492,0.0,0.508,Unhappy,23,4
6396,servic good,5,0.744,0.0,0.256,Happy,11,2
6397,nice product,5,0.737,0.0,0.263,Happy,12,2
6398,good product box qualiti good pack qualiti must need improv,4,0.42,0.0,0.58,Unhappy,59,10
6399,good origin product price dip even sale,5,0.326,0.0,0.674,Happy,39,7
6400,good,5,1.0,0.0,0.0,Happy,4,1
6401,high qualiti stuff,4,0.0,0.0,1.0,Unhappy,18,3
6402,excel,5,1.0,0.0,0.0,Happy,5,1
6403,super,5,1.0,0.0,0.0,Happy,5,1
6404,aswom perform,5,0.0,0.0,1.0,Happy,13,2
6405,super fast deliveri cours good pack,5,0.63,0.0,0.37,Happy,35,6
6406,good product thank flipkart,5,0.73,0.0,0.27,Happy,27,4
6407,product excel,5,0.75,0.0,0.25,Happy,13,2
6408,overal best,5,0.808,0.0,0.192,Happy,11,2
6409,shuttl box came perfect condit shuttl good well,5,0.635,0.0,0.365,Happy,47,8
6410,qwaliti poor,1,0.0,0.756,0.244,Unhappy,12,2
6411,super good,4,1.0,0.0,0.0,Unhappy,10,2
6412,good,5,1.0,0.0,0.0,Happy,4,1
6413,nice,4,1.0,0.0,0.0,Unhappy,4,1
6414,worth money,5,0.655,0.0,0.345,Happy,11,2
6415,good,5,1.0,0.0,0.0,Happy,4,1
6416,good product,3,0.744,0.0,0.256,Unhappy,12,2
6417,packag poor box one side crush shuttl good shape qualiti,4,0.199,0.322,0.479,Unhappy,56,10
6418,nice product time deliveri good job,5,0.588,0.0,0.412,Happy,35,6
6419,poor qualiti deliver,1,0.0,0.608,0.392,Unhappy,20,3
6420,worst shuttl ever receiv,1,0.0,0.577,0.423,Unhappy,24,4
6421,good prodect,4,0.744,0.0,0.256,Unhappy,12,2
6422,super,5,1.0,0.0,0.0,Happy,5,1
6423,good product,4,0.744,0.0,0.256,Unhappy,12,2
6424,good product,5,0.744,0.0,0.256,Happy,12,2
6425,awesom,4,0.0,0.0,1.0,Unhappy,6,1
6426,origin product,5,0.0,0.0,1.0,Happy,14,2
6427,good qualiti,4,0.744,0.0,0.256,Unhappy,12,2
6428,shuttl good balanc cost,5,0.492,0.0,0.508,Happy,23,4
6429,nice  damag shuttl happi,5,0.483,0.0,0.517,Happy,24,4
6430,everi time pack good time poorexcept everyth fine,4,0.439,0.0,0.561,Unhappy,49,8
6431,perfect shuttl great flight,4,0.796,0.0,0.204,Unhappy,27,4
6432,good cost,3,0.744,0.0,0.256,Unhappy,9,2
6433,genuin yonex product,5,0.0,0.0,1.0,Happy,20,3
6434,valu money,2,0.0,0.0,1.0,Unhappy,10,2
6435,good,5,1.0,0.0,0.0,Happy,4,1
6436,slow,4,0.0,0.0,1.0,Unhappy,4,1
6437,good responc  fast deliveri,4,0.492,0.0,0.508,Unhappy,27,4
6438,old stock,1,0.0,0.0,1.0,Unhappy,9,2
6439,good,5,1.0,0.0,0.0,Happy,4,1
6440,good product,5,0.744,0.0,0.256,Happy,12,2
6441,nice,5,1.0,0.0,0.0,Happy,4,1
6442,shuttl long last one authent product,5,0.0,0.0,1.0,Happy,36,6
6443,worst productdo wast money,1,0.0,0.577,0.423,Unhappy,26,4
6444,last  daywast productthey chang manufactur sticker sold itreview weekth worst,1,0.0,0.313,0.687,Unhappy,77,10
6445,good,5,1.0,0.0,0.0,Happy,4,1
6446,best class indoor best,5,0.808,0.0,0.192,Happy,22,4
6447,valu money,4,0.0,0.0,1.0,Unhappy,10,2
6448,good expect,4,0.744,0.0,0.256,Unhappy,11,2
6449,nice product,4,0.737,0.0,0.263,Unhappy,12,2
6450,good one,4,0.744,0.0,0.256,Unhappy,8,2
6451,good previous  damag got,5,0.492,0.0,0.508,Happy,24,4
6452,v good,2,1.0,0.0,0.0,Unhappy,6,2
6453,nice,5,1.0,0.0,0.0,Happy,4,1
6454,nice,5,1.0,0.0,0.0,Happy,4,1
6455,write review use coupl shuttlesthes origin yes repeat origin start box cheap replica tell look plastic lid shuttl last  game flipkartvendor cheat custom,1,0.101,0.112,0.787,Unhappy,152,23
6456,satisfi product second qualiti product slowli flipkart loss assur,1,0.0,0.223,0.777,Unhappy,65,9
6457,nice product,5,0.737,0.0,0.263,Happy,12,2
6458,good,5,1.0,0.0,0.0,Happy,4,1
6459,perfect go got time thank flipkart,5,0.608,0.0,0.392,Happy,34,6
6460,good product,5,0.744,0.0,0.256,Happy,12,2
6461,poor qualiti,1,0.0,0.756,0.244,Unhappy,12,2
6462,good,4,1.0,0.0,0.0,Unhappy,4,1
6463,best ,5,1.0,0.0,0.0,Happy,5,1
6464,one beat shuttl yonex outdor,5,0.0,0.0,1.0,Happy,28,5
6465,pack  qualiti well maintain shuttl,5,0.344,0.0,0.656,Happy,34,5
6466,well productno doubt,4,0.375,0.446,0.179,Unhappy,20,3
6467,qualiti good,1,0.744,0.0,0.256,Unhappy,12,2
6468,durabl long last,5,0.0,0.0,1.0,Happy,16,3
6469,good product great price  purchas  rs two box,5,0.538,0.0,0.462,Happy,45,8
6470,super,4,1.0,0.0,0.0,Unhappy,5,1
6471,product genuin good packag inadequ shuttl bent due outer protect soft cardboard box,3,0.333,0.0,0.667,Unhappy,83,13
6472,poor qualiti,1,0.0,0.756,0.244,Unhappy,12,2
6473,best,5,1.0,0.0,0.0,Happy,4,1
6474, margin price,5,0.0,0.0,1.0,Happy,13,2
6475,good,5,1.0,0.0,0.0,Happy,4,1
6476,good,5,1.0,0.0,0.0,Happy,4,1
6477,perfect,5,1.0,0.0,0.0,Happy,7,1
6478,qualiti shuttl good,4,0.592,0.0,0.408,Unhappy,19,3
6479,duplic flipkart product heard coupl day back face issu  use shuttl first time flipkart actual tear within  shot use  shuttl span  min game  suggest kind purchas somewher els,1,0.112,0.0,0.888,Unhappy,173,28
6480,low price good articl,4,0.414,0.3,0.286,Unhappy,21,4
6481,bad shuttl hiii dammag one game,1,0.0,0.412,0.588,Unhappy,31,6
6482,good,4,1.0,0.0,0.0,Unhappy,4,1
6483,worth money product rs  sale realli love awesom,5,0.504,0.0,0.496,Happy,47,8
6484,wonder product,5,0.0,0.0,1.0,Happy,14,2
6485,excel product,4,0.75,0.0,0.25,Unhappy,13,2
6486,found origin,4,0.0,0.0,1.0,Unhappy,12,2
6487,good one indor game,5,0.492,0.0,0.508,Happy,19,4
6488,good qualiti,5,0.744,0.0,0.256,Happy,12,2
6489,good packag good product,5,0.744,0.0,0.256,Happy,24,4
6490,wast prouct,2,0.0,0.0,1.0,Unhappy,11,2
6491,good shuttl,5,0.744,0.0,0.256,Happy,11,2
6492,good shuttl outdoor advanc playeraft  day slight heavier,4,0.293,0.0,0.707,Unhappy,56,8
6493,good servic thank,5,0.844,0.0,0.156,Happy,17,3
6494,super happi,5,0.796,0.0,0.204,Happy,11,2
6495,nice good qualiti product,5,0.74,0.0,0.26,Happy,25,4
6496,qualiti low okey,4,0.0,0.512,0.488,Unhappy,16,3
6497,nice,4,1.0,0.0,0.0,Unhappy,4,1
6498,product good worst pack flipkart product got damag pack ,1,0.207,0.293,0.5,Unhappy,56,9
6499,great shuttl wise durabl,4,0.783,0.0,0.217,Unhappy,24,4
6500,qualiti good expect,1,0.592,0.0,0.408,Unhappy,19,3
6501,good,4,1.0,0.0,0.0,Unhappy,4,1
6502,awsm,5,0.0,0.0,1.0,Happy,4,1
6503,deliveri tym satisfi product,5,0.0,0.0,1.0,Happy,28,4
6504,nice,4,1.0,0.0,0.0,Unhappy,4,1
6505,buy product total duplic,1,0.0,0.0,1.0,Unhappy,24,4
6506,awesom usual,5,0.0,0.0,1.0,Happy,12,2
6507,origin shuttl cark,5,0.0,0.0,1.0,Happy,18,3
6508,serv purpos,3,0.0,0.0,1.0,Unhappy,11,2
6509,good,4,1.0,0.0,0.0,Unhappy,4,1
6510,receiv pack crush flat cap  due one shuttl press  useless,1,0.0,0.355,0.645,Unhappy,57,10
6511,beat shuttl,5,0.0,0.0,1.0,Happy,11,2
6512,good product lost  shuttl  day profession,3,0.315,0.25,0.435,Unhappy,41,6
6513,best suitabl indoor practic  durabl valu money,5,0.412,0.0,0.588,Happy,46,7
6514,good,4,1.0,0.0,0.0,Unhappy,4,1
6515,deliv time good product give review complet use,5,0.293,0.0,0.707,Happy,47,8
6516,bad product,5,0.0,0.778,0.222,Happy,11,2
6517,good one,3,0.744,0.0,0.256,Unhappy,8,2
6518,nice product tiem provid,5,0.483,0.0,0.517,Happy,24,4
6519,nice,5,1.0,0.0,0.0,Happy,4,1
6520,good product valuabl,5,0.592,0.0,0.408,Happy,20,3
6521,origin,5,0.0,0.0,1.0,Happy,6,1
6522,good one cheaper pricr,5,0.492,0.0,0.508,Happy,22,4
6523,defect product,1,0.0,0.706,0.294,Unhappy,14,2
6524,good qualiti shuttlebad pack deliverytin twist due tight packinghop better deliveri next time,4,0.345,0.0,0.655,Unhappy,93,13
6525,super product,4,0.796,0.0,0.204,Unhappy,13,2
6526,good qualiti suggest,4,0.592,0.0,0.408,Unhappy,20,3
6527,good,5,1.0,0.0,0.0,Happy,4,1
6528,flipkart assur alway best,5,0.583,0.0,0.417,Happy,25,4
6529,dpubt mavi  one best shuttlecock price rang alway purchas play match friendsi happi flipkart,5,0.355,0.0,0.645,Happy,92,14
6530,better previous one purchas also via flipkart worst like go ,4,0.327,0.248,0.424,Unhappy,60,10
6531,gud product,4,0.0,0.0,1.0,Unhappy,11,2
6532,felt pretti slow,1,0.0,0.0,1.0,Unhappy,16,3
6533,product good delay deliv,3,0.403,0.319,0.278,Unhappy,24,4
6534,good qualiti product per yonex standeraft game product get damag,1,0.244,0.0,0.756,Unhappy,64,10
6535,best best,5,1.0,0.0,0.0,Happy,9,2
6536,heavi racquet string gone due heavi weight shuttlecork,1,0.0,0.0,1.0,Unhappy,54,8
6537,nice product must buy,5,0.483,0.0,0.517,Happy,21,4
6538, day singl shettl use,5,0.0,0.0,1.0,Happy,21,4
6539,nice,5,1.0,0.0,0.0,Happy,4,1
6540,nice,4,1.0,0.0,0.0,Unhappy,4,1
6541,product good packag taken care proper box receiv bit squeez two side damag one shuttl insid box,3,0.289,0.0,0.711,Unhappy,95,17
6542,nice,4,1.0,0.0,0.0,Unhappy,4,1
6543,buy time,5,0.0,0.0,1.0,Happy,8,2
6544,worest product take anyon,1,0.0,0.0,1.0,Unhappy,25,4
6545,day mavi  shuttlebox contain duplic shuttl got  shuttl lite weight suitabl play  shuttl good purchas  shuttlebox sure problem flipkart seller manufactur problem,2,0.253,0.18,0.567,Unhappy,160,22
6546,good,5,1.0,0.0,0.0,Happy,4,1
6547,qualiti good,3,0.744,0.0,0.256,Unhappy,12,2
6548,qualiti expect good made japan chines product got rs  enquir everywher less  rupeesi would say go,5,0.162,0.0,0.838,Happy,97,16
6549,shuttl  damag game,3,0.0,0.0,1.0,Unhappy,18,3
6550,good,5,1.0,0.0,0.0,Happy,4,1
6551,good,4,1.0,0.0,0.0,Unhappy,4,1
6552,nice,5,1.0,0.0,0.0,Happy,4,1
6553,nice,5,1.0,0.0,0.0,Happy,4,1
6554,ok,3,1.0,0.0,0.0,Unhappy,2,1
6555,go forit origin product ,5,0.0,0.0,1.0,Happy,24,4
6556,supar product,5,0.0,0.0,1.0,Happy,13,2
6557,qualiti shuttl good play  min got breakag middl shuttl breakag cork made us dissatisfi product,2,0.29,0.0,0.71,Unhappy,94,15
6558,good one receiv origin product  thank flipkart,5,0.519,0.0,0.481,Happy,46,7
6559,good qualiti,5,0.744,0.0,0.256,Happy,12,2
6560,great,5,1.0,0.0,0.0,Happy,5,1
6561,good,5,1.0,0.0,0.0,Happy,4,1
6562,worest product,1,0.0,0.0,1.0,Unhappy,14,2
6563,maximum shuttl shape,4,0.0,0.0,1.0,Unhappy,20,3
6564,qualitywis good,1,0.744,0.0,0.256,Unhappy,15,2
6565,good,5,1.0,0.0,0.0,Happy,4,1
6566,good alway,5,0.744,0.0,0.256,Happy,10,2
6567,good,1,1.0,0.0,0.0,Unhappy,4,1
6568,awesom origin  fresh product,5,0.434,0.0,0.566,Happy,28,4
6569,super,5,1.0,0.0,0.0,Happy,5,1
6570,nice thnks flipkart,4,0.583,0.0,0.417,Unhappy,19,3
6571,deliveri done time,5,0.0,0.0,1.0,Happy,18,3
6572,best valu price better shutttl,5,0.703,0.0,0.297,Happy,30,5
6573,nice,5,1.0,0.0,0.0,Happy,4,1
6574,cheapest compar market price,5,0.0,0.0,1.0,Happy,28,4
6575,pack bad,4,0.0,0.778,0.222,Unhappy,8,2
6576,good,5,1.0,0.0,0.0,Happy,4,1
6577,nice shuttl,5,0.737,0.0,0.263,Happy,11,2
6578,nice,4,1.0,0.0,0.0,Unhappy,4,1
6579,good product,4,0.744,0.0,0.256,Unhappy,12,2
6580,good,5,1.0,0.0,0.0,Happy,4,1
6581,satisfi product,5,0.0,0.0,1.0,Happy,15,2
6582,good shuttl found mavi  durabl,4,0.42,0.0,0.58,Unhappy,30,5
6583,box shuttl dent seem like deliveri boy kept lot item box shape distort shuttl fine,3,0.231,0.124,0.645,Unhappy,82,15
6584,best qualiti,5,0.808,0.0,0.192,Happy,12,2
6585,good,1,1.0,0.0,0.0,Unhappy,4,1
6586,excel,5,1.0,0.0,0.0,Happy,5,1
6587,nice,3,1.0,0.0,0.0,Unhappy,4,1
6588,nceee one use intermedi peopl,4,0.0,0.0,1.0,Unhappy,29,5
6589,competit price fast deliveri,5,0.0,0.0,1.0,Happy,28,4
6590,good shuttl,4,0.744,0.0,0.256,Unhappy,11,2
6591,excel,5,1.0,0.0,0.0,Happy,5,1
6592,best shuttl ever basminton,5,0.583,0.0,0.417,Happy,26,4
6593, use    cork got deform ,4,0.0,0.0,1.0,Unhappy,24,4
6594,good,4,1.0,0.0,0.0,Unhappy,4,1
6595,superb qualiti satisfi thank flip kart,5,0.623,0.0,0.377,Happy,38,6
6596,wonder shuttl,5,0.0,0.0,1.0,Happy,13,2
